Time (s),Value 1,Value 2,Value 3,Value 4
187.97249221801758,27.26,37.13,40.00,49.84
187.98849058151245,27.26,37.13,40.00,49.84
188.00248789787292,27.26,37.13,40.00,49.84
188.0174868106842,27.26,37.13,40.00,50.13
188.03549098968506,27.26,37.13,40.00,50.13
188.0494899749756,27.26,37.13,40.00,50.13
188.06649088859558,27.26,37.13,40.00,50.13
188.08149099349976,27.26,37.13,40.00,50.13
188.09749126434326,27.26,37.13,40.00,50.13
188.11249017715454,27.26,37.13,40.00,50.13
188.12749075889587,26.42,36.23,40.00,50.13
188.14348983764648,26.42,36.23,40.00,50.13
188.16048955917358,26.42,36.23,40.00,54.99
188.17449021339417,26.42,36.23,40.00,54.99
188.19148921966553,26.42,36.23,40.00,54.99
188.20548915863037,26.42,36.23,40.00,54.99
188.22149181365967,26.42,36.23,40.00,54.99
188.2374894618988,26.42,36.23,40.00,54.99
188.2514889240265,26.42,36.23,40.00,54.99
188.2674880027771,26.42,36.23,40.00,54.99
188.28448915481567,26.42,36.23,40.00,54.99
188.30049014091492,26.42,36.23,40.00,55.37
188.31549215316772,26.42,36.23,40.00,55.37
188.3314914703369,26.42,36.23,40.00,55.37
188.34649014472961,26.42,36.23,40.00,55.37
188.3624906539917,26.42,36.23,40.00,55.37
188.37748956680298,26.42,36.23,40.00,55.37
188.39349341392517,26.42,36.23,40.00,55.37
188.40949511528015,26.42,36.23,40.00,55.37
188.4244885444641,26.42,36.23,40.00,55.37
188.44149017333984,26.42,36.23,40.00,55.75
188.45549035072327,26.42,36.23,40.00,55.75
188.4704887866974,26.42,36.23,40.00,55.75
188.48548889160156,26.42,36.23,40.00,55.75
188.5014889240265,26.42,36.23,40.00,55.75
188.51749086380005,26.42,36.23,40.00,55.75
188.53449153900146,26.42,36.23,40.00,55.75
188.54948806762695,26.42,36.23,40.00,55.75
188.565491437912,26.42,36.23,40.00,55.75
188.57949018478394,26.42,36.23,40.00,56.12
188.59549045562744,26.42,36.23,40.00,56.12
188.61249256134033,26.42,36.23,40.00,56.12
188.62749004364014,26.42,36.23,40.00,56.12
188.64249086380005,26.42,36.23,40.00,56.12
188.65849089622498,26.42,36.23,40.00,56.12
188.67449116706848,26.42,36.23,40.00,56.12
188.69049167633057,27.24,37.11,40.00,56.12
188.70449090003967,27.24,37.11,40.00,56.12
188.71948742866516,27.24,37.11,40.00,51.99
188.73548817634583,27.24,37.11,40.00,51.99
188.75148963928223,27.24,37.11,40.00,51.99
188.76848912239075,27.24,37.11,40.00,51.99
188.78348851203918,27.24,37.11,40.00,51.99
188.79849004745483,27.24,37.11,40.00,51.99
188.8144907951355,28.04,37.97,40.00,51.99
188.83048939704895,28.04,37.97,40.00,51.99
188.84648966789246,28.04,37.97,40.00,51.99
188.8634912967682,28.04,37.97,40.00,47.91
188.87749242782593,28.04,37.97,40.00,47.91
188.8934907913208,28.04,37.97,40.00,47.91
188.90949082374573,28.04,37.97,40.00,47.91
188.9244899749756,28.04,37.97,40.00,47.91
188.93948936462402,28.04,37.97,40.00,47.91
188.95449090003967,28.04,37.97,40.00,47.91
188.97148895263672,28.04,37.97,40.00,47.91
188.98648834228516,28.04,37.97,40.00,47.91
189.00249075889587,28.04,37.97,40.00,48.12
189.01648926734924,28.04,37.97,40.00,48.12
189.03249073028564,28.04,37.97,40.00,48.12
189.04648900032043,28.04,37.97,40.00,48.12
189.06349086761475,28.04,37.97,40.00,48.12
189.07949113845825,28.04,37.97,40.00,48.12
189.09548997879028,28.04,37.97,40.00,48.12
189.1094892024994,28.04,37.97,40.00,48.12
189.1254916191101,28.04,37.97,40.00,48.12
189.14249110221863,28.04,37.97,40.00,48.32
189.15848994255066,28.04,37.97,40.00,48.32
189.1724889278412,28.04,37.97,40.00,48.32
189.1884937286377,28.04,37.97,40.00,48.32
189.20449137687683,28.04,37.97,40.00,48.32
189.22049021720886,28.04,37.97,40.00,48.32
189.23548936843872,28.04,37.97,40.00,48.32
189.25048899650574,28.04,37.97,40.00,48.32
189.26649403572083,28.04,37.97,40.00,48.32
189.28048968315125,28.04,37.97,40.00,48.52
189.29649090766907,28.04,37.97,40.00,48.52
189.31148982048035,28.04,37.97,40.00,48.52
189.3284912109375,28.04,37.97,40.00,48.52
189.34349131584167,29.05,39.06,40.00,48.52
189.35948944091797,29.05,39.06,40.00,48.52
189.3754906654358,29.05,39.06,40.00,48.52
189.39149165153503,29.05,39.06,40.00,48.52
189.4064919948578,29.05,39.06,40.00,48.52
189.42048931121826,29.05,39.06,40.00,43.15
189.4374921321869,29.05,39.06,40.00,43.15
189.45248770713806,29.05,39.06,40.00,43.15
189.46948957443237,29.05,39.06,40.00,43.15
189.48549008369446,29.05,39.06,40.00,43.15
189.5004916191101,28.18,38.13,40.00,43.15
189.5150806903839,28.18,38.13,40.00,43.15
189.5299415588379,28.18,38.13,40.00,43.15
189.54694199562073,28.18,38.13,40.00,43.15
189.5659499168396,28.18,38.13,40.00,48.02
189.57894372940063,28.18,38.13,40.00,48.02
189.59494185447693,28.18,38.13,40.00,48.02
189.61046934127808,28.18,38.13,40.00,48.02
189.6253228187561,28.18,38.13,40.00,48.02
189.64033126831055,28.18,38.13,40.00,48.02
189.65432929992676,28.18,38.13,40.00,48.02
189.67132997512817,28.18,38.13,40.00,48.02
189.68633103370667,28.18,38.13,40.00,48.02
189.70233249664307,28.18,38.13,40.00,48.21
189.71733045578003,28.18,38.13,40.00,48.21
189.73333048820496,28.18,38.13,40.00,48.21
189.74733090400696,28.18,38.13,40.00,48.21
189.76433110237122,28.18,38.13,40.00,48.21
189.7803316116333,28.18,38.13,40.00,48.21
189.79633259773254,28.18,38.13,40.00,48.21
189.81032991409302,28.18,38.13,40.00,48.21
189.82632780075073,28.18,38.13,40.00,48.21
189.84333300590515,28.18,38.13,40.00,48.39
189.85933303833008,28.18,38.13,40.00,48.39
189.87433338165283,28.18,38.13,40.00,48.39
189.88933038711548,28.18,38.13,40.00,48.39
189.90533137321472,28.18,38.13,40.00,48.39
189.92133212089539,28.18,38.13,40.00,48.39
189.93533182144165,28.18,38.13,40.00,48.39
189.952330827713,28.18,38.13,40.00,48.39
189.96733117103577,28.18,38.13,40.00,48.39
189.98233127593994,28.18,38.13,40.00,48.58
189.99732971191406,28.18,38.13,40.00,48.58
190.01232862472534,28.18,38.13,40.00,48.58
190.02832913398743,28.18,38.13,40.00,48.58
190.04533123970032,28.18,38.13,40.00,48.58
190.06133198738098,28.18,38.13,40.00,48.58
190.07633090019226,28.18,38.13,40.00,48.58
190.0933301448822,28.18,38.13,40.00,48.58
190.10833096504211,28.18,38.13,40.00,48.58
190.12233090400696,28.18,38.13,40.00,48.77
190.13832879066467,28.18,38.13,40.00,48.77
190.15432977676392,28.18,38.13,40.00,48.77
190.17033004760742,28.18,38.13,40.00,48.77
190.18633031845093,29.04,39.05,40.00,48.77
190.20133090019226,29.04,39.05,40.00,48.77
190.2173309326172,29.04,39.05,40.00,48.77
190.23233246803284,29.04,39.05,40.00,48.77
190.24732971191406,29.04,39.05,40.00,48.77
190.26333332061768,29.04,39.05,40.00,44.23
190.2793309688568,29.04,39.05,40.00,44.23
190.29433131217957,29.04,39.05,40.00,44.23
190.31133127212524,29.04,39.05,40.00,44.23
190.32633090019226,29.04,39.05,40.00,44.23
190.34133052825928,29.04,39.05,40.00,44.23
190.3563311100006,29.04,39.05,40.00,44.23
190.37333273887634,29.04,39.05,40.00,44.23
190.38833141326904,29.04,39.05,40.00,44.23
190.40433049201965,29.04,39.05,40.00,44.33
190.4203324317932,29.04,39.05,40.00,44.33
190.43533039093018,29.04,39.05,40.00,44.33
190.4513328075409,29.04,39.05,40.00,44.33
190.46733403205872,29.04,39.05,40.00,44.33
190.4823293685913,29.04,39.05,40.00,44.33
190.4983298778534,29.04,39.05,40.00,44.33
190.51433277130127,29.04,39.05,40.00,44.33
190.52933144569397,29.04,39.05,40.00,44.33
190.545330286026,29.04,39.05,40.00,44.42
190.56033182144165,29.04,39.05,40.00,44.42
190.57633018493652,29.04,39.05,40.00,44.42
190.59233117103577,28.15,38.09,40.00,44.42
190.60833382606506,28.15,38.09,40.00,44.42
190.62333369255066,28.15,38.09,40.00,44.42
190.63932943344116,28.15,38.09,40.00,44.42
190.6543366909027,28.15,38.09,40.00,44.42
190.6693308353424,28.15,38.09,40.00,44.42
190.68533062934875,28.15,38.09,40.00,49.43
190.7013328075409,28.15,38.09,40.00,49.43
190.71733140945435,29.12,39.13,40.00,49.43
190.73232865333557,29.12,39.13,40.00,49.43
190.74833393096924,29.12,39.13,40.00,49.43
190.7633295059204,29.12,39.13,40.00,49.43
190.77933192253113,29.12,39.13,40.00,49.43
190.7963330745697,29.12,39.13,40.00,49.43
190.81032991409302,29.12,39.13,40.00,49.43
190.82532811164856,29.12,39.13,40.00,44.31
190.84132981300354,29.12,39.13,40.00,44.31
190.8583323955536,29.12,39.13,40.00,44.31
190.87333178520203,29.12,39.13,40.00,44.31
190.88933110237122,29.12,39.13,40.00,44.31
190.90433144569397,29.12,39.13,40.00,44.31
190.92033076286316,29.12,39.13,40.00,44.31
190.9353311061859,29.12,39.13,40.00,44.31
190.95133233070374,29.12,39.13,40.00,44.31
190.96833109855652,29.12,39.13,40.00,44.39
190.98333287239075,29.12,39.13,40.00,44.39
190.99833059310913,29.12,39.13,40.00,44.39
191.01433110237122,29.12,39.13,40.00,44.39
191.03032875061035,29.12,39.13,40.00,44.39
191.04533100128174,29.12,39.13,40.00,44.39
191.06033039093018,29.12,39.13,40.00,44.39
191.07733583450317,29.12,39.13,40.00,44.39
191.0923306941986,29.12,39.13,40.00,44.39
191.1093306541443,29.12,39.13,40.00,44.48
191.12433171272278,29.12,39.13,40.00,44.48
191.13832879066467,29.12,39.13,40.00,44.48
191.15333080291748,29.12,39.13,40.00,44.48
191.16933035850525,29.12,39.13,40.00,44.48
191.1863341331482,28.21,38.15,40.00,44.48
191.20033144950867,28.21,38.15,40.00,44.48
191.21633195877075,28.21,38.15,40.00,44.48
191.23233246803284,28.21,38.15,40.00,44.48
191.24933242797852,28.21,38.15,40.00,49.55
191.26433300971985,28.21,38.15,40.00,49.55
191.2793323993683,29.11,39.12,40.00,49.55
191.2943332195282,29.11,39.12,40.00,49.55
191.31033158302307,29.11,39.12,40.00,49.55
191.3253309726715,29.11,39.12,40.00,49.55
191.34133100509644,29.11,39.12,40.00,49.55
191.3573317527771,29.11,39.12,40.00,49.55
191.37233209609985,29.11,39.12,40.00,49.55
191.38633179664612,29.11,39.12,40.00,44.80
191.403333902359,29.11,39.12,40.00,44.80
191.4183328151703,29.11,39.12,40.00,44.80
191.43433237075806,29.11,39.12,40.00,44.80
191.4513328075409,29.11,39.12,40.00,44.80
191.46733140945435,29.11,39.12,40.00,44.80
191.48232889175415,29.11,39.12,40.00,44.80
191.49932956695557,29.11,39.12,40.00,44.80
191.5143301486969,29.11,39.12,40.00,44.80
191.5293288230896,28.13,38.07,40.00,50.25
191.54533338546753,28.13,38.07,40.00,50.25
191.5583279132843,28.13,38.07,40.00,50.25
191.5743293762207,28.13,38.07,40.00,50.25
191.5913302898407,28.13,38.07,40.00,50.25
191.60532784461975,28.13,38.07,40.00,50.25
191.62033104896545,28.13,38.07,40.00,50.25
191.63633155822754,28.13,38.07,40.00,50.25
191.65233039855957,28.13,38.07,40.00,50.25
191.66933035850525,28.13,38.07,40.00,50.44
191.68332839012146,28.13,38.07,40.00,50.44
191.70032930374146,28.13,38.07,40.00,50.44
191.71432995796204,29.28,39.31,40.00,50.44
191.73032927513123,29.28,39.31,40.00,50.44
191.7453293800354,29.28,39.31,40.00,50.44
191.76133060455322,29.28,39.31,40.00,50.44
191.77633118629456,28.31,38.26,40.00,50.44
191.79232788085938,28.31,38.26,40.00,50.44
191.8083312511444,28.31,38.26,40.00,49.66
191.82432961463928,28.31,38.26,40.00,49.66
191.83932781219482,28.31,38.26,40.00,49.66
191.85433149337769,28.31,38.26,40.00,49.66
191.87133193016052,28.31,38.26,40.00,49.66
191.88633131980896,28.31,38.26,40.00,49.66
191.90232825279236,29.43,39.47,40.00,49.66
191.91833114624023,29.43,39.47,40.00,49.66
191.9343285560608,29.43,39.47,40.00,49.66
191.9503309726715,29.43,39.47,40.00,43.66
191.96633124351501,29.43,39.47,40.00,43.66
191.98032879829407,29.43,39.47,40.00,43.66
191.9963297843933,28.45,38.41,40.00,43.66
192.011385679245,28.45,38.41,40.00,43.66
192.02732944488525,28.45,38.41,40.00,43.66
192.0443308353424,28.45,38.41,40.00,43.66
192.05932784080505,28.45,38.41,40.00,43.66
192.0743658542633,28.45,38.41,40.00,43.66
192.08932971954346,28.45,38.41,40.00,49.11
192.10633039474487,28.45,38.41,40.00,49.11
192.12133121490479,28.45,38.41,40.00,49.11
192.1383318901062,28.45,38.41,40.00,49.11
192.1523311138153,28.45,38.41,40.00,49.11
192.1693308353424,28.45,38.41,40.00,49.11
192.1843285560608,28.45,38.41,40.00,49.11
192.1993281841278,28.45,38.41,40.00,49.11
192.21533012390137,28.45,38.41,40.00,49.11
192.2293622493744,28.45,38.41,40.00,49.27
192.2453670501709,28.45,38.41,40.00,49.27
192.26136827468872,28.45,38.41,40.00,49.27
192.2773666381836,28.45,38.41,40.00,49.27
192.29232788085938,28.45,38.41,40.00,49.27
192.30833101272583,28.45,38.41,40.00,49.27
192.3223316669464,28.45,38.41,40.00,49.27
192.33833122253418,28.45,38.41,40.00,49.27
192.354327917099,28.45,38.41,40.00,49.27
192.37133288383484,28.45,38.41,40.00,49.43
192.38532853126526,28.45,38.41,40.00,49.43
192.4013295173645,28.45,38.41,40.00,49.43
192.41732811927795,28.45,38.41,40.00,49.43
192.4323296546936,27.64,37.54,40.00,49.43
192.4473295211792,27.64,37.54,40.00,49.43
192.4633321762085,27.64,37.54,40.00,49.43
192.47832894325256,27.64,37.54,40.00,49.43
192.49433016777039,27.64,37.54,40.00,49.43
192.5093276500702,27.64,37.54,40.00,54.02
192.5243284702301,27.64,37.54,40.00,54.02
192.53932905197144,27.64,37.54,40.00,54.02
192.5543282032013,27.64,37.54,40.00,54.02
192.57032752037048,27.64,37.54,40.00,54.02
192.5873303413391,27.64,37.54,40.00,54.02
192.60232782363892,27.64,37.54,40.00,54.02
192.6193299293518,27.64,37.54,40.00,54.02
192.63432788848877,27.64,37.54,40.00,54.02
192.64968991279602,27.64,37.54,40.00,54.27
192.66455149650574,27.64,37.54,40.00,54.27
192.6795518398285,27.64,37.54,40.00,54.27
192.69555139541626,27.64,37.54,40.00,54.27
192.710551738739,26.76,36.59,40.00,54.27
192.72569632530212,26.76,36.59,40.00,54.27
192.74225163459778,26.76,36.59,40.00,54.27
192.75825786590576,26.76,36.59,40.00,54.27
192.7722566127777,26.76,36.59,40.00,54.27
192.7872564792633,26.76,36.59,40.00,59.39
192.80325865745544,27.60,37.50,40.00,59.39
192.8192617893219,27.60,37.50,40.00,59.39
192.83425784111023,27.60,37.50,40.00,59.39
192.84925651550293,27.60,37.50,40.00,59.39
192.86525797843933,27.60,37.50,40.00,59.39
192.8812563419342,27.60,37.50,40.00,59.39
192.8962562084198,27.60,37.50,40.00,59.39
192.91125631332397,27.60,37.50,40.00,59.39
192.9272599220276,27.60,37.50,40.00,55.08
192.94225645065308,27.60,37.50,40.00,55.08
192.957257270813,27.60,37.50,40.00,55.08
192.9742579460144,27.60,37.50,40.00,55.08
192.9892578125,27.60,37.50,40.00,55.08
193.00525879859924,27.60,37.50,40.00,55.08
193.01925706863403,28.61,38.59,40.00,55.08
193.03525638580322,28.61,38.59,40.00,55.08
193.05125641822815,28.61,38.59,40.00,55.08
193.0672562122345,28.61,38.59,40.00,49.79
193.08325672149658,28.61,38.59,40.00,49.79
193.10025811195374,28.61,38.59,40.00,49.79
193.1162564754486,28.61,38.59,40.00,49.79
193.13025641441345,28.61,38.59,40.00,49.79
193.14525651931763,28.61,38.59,40.00,49.79
193.1602578163147,28.61,38.59,40.00,49.79
193.17625880241394,28.61,38.59,40.00,49.79
193.19326519966125,28.61,38.59,40.00,49.79
193.21026730537415,28.61,38.59,40.00,49.93
193.2232575416565,28.61,38.59,40.00,49.93
193.23925876617432,28.61,38.59,40.00,49.93
193.2532603740692,28.61,38.59,40.00,49.93
193.2692587375641,28.61,38.59,40.00,49.93
193.28525924682617,28.61,38.59,40.00,49.93
193.30125951766968,28.61,38.59,40.00,49.93
193.31729173660278,28.61,38.59,40.00,49.93
193.33325934410095,29.37,39.40,40.00,49.93
193.3482587337494,29.37,39.40,40.00,45.93
193.36425614356995,29.37,39.40,40.00,45.93
193.38025784492493,29.37,39.40,40.00,45.93
193.3942563533783,29.37,39.40,40.00,45.93
193.41025638580322,29.37,39.40,40.00,45.93
193.4262592792511,29.37,39.40,40.00,45.93
193.44125652313232,29.37,39.40,40.00,45.93
193.45725655555725,29.37,39.40,40.00,45.93
193.4722580909729,29.37,39.40,40.00,45.93
193.4872589111328,28.57,38.54,40.00,50.35
193.50425934791565,28.57,38.54,40.00,50.35
193.52025818824768,28.57,38.54,40.00,50.35
193.53425788879395,28.57,38.54,40.00,50.35
193.5502564907074,28.57,38.54,40.00,50.35
193.5652573108673,28.57,38.54,40.00,50.35
193.58125686645508,29.60,39.65,40.00,50.35
193.59725618362427,29.60,39.65,40.00,50.35
193.6122579574585,29.60,39.65,40.00,50.35
193.6272599697113,29.60,39.65,40.00,44.85
193.64325857162476,29.60,39.65,40.00,44.85
193.65825963020325,29.60,39.65,40.00,44.85
193.67425656318665,28.66,38.64,40.00,44.85
193.68926072120667,28.66,38.64,40.00,44.85
193.70429301261902,28.66,38.64,40.00,44.85
193.719256401062,28.66,38.64,40.00,44.85
193.7352569103241,28.66,38.64,40.00,44.85
193.75225853919983,28.66,38.64,40.00,44.85
193.76725912094116,28.66,38.64,40.00,50.06
193.7832956314087,28.66,38.64,40.00,50.06
193.7992570400238,28.66,38.64,40.00,50.06
193.81626081466675,28.66,38.64,40.00,50.06
193.83126044273376,28.66,38.64,40.00,50.06
193.84625935554504,28.66,38.64,40.00,50.06
193.86025977134705,28.66,38.64,40.00,50.06
193.87625813484192,28.66,38.64,40.00,50.06
193.89325857162476,28.66,38.64,40.00,50.06
193.90825629234314,28.66,38.64,40.00,50.20
193.92325639724731,28.66,38.64,40.00,50.20
193.93825817108154,28.66,38.64,40.00,50.20
193.95425844192505,28.66,38.64,40.00,50.20
193.96925711631775,28.66,38.64,40.00,50.20
193.98625802993774,28.66,38.64,40.00,50.20
194.00129008293152,28.66,38.64,40.00,50.20
194.0172564983368,28.66,38.64,40.00,50.20
194.03325819969177,28.66,38.64,40.00,50.20
194.0512616634369,28.66,38.64,40.00,50.33
194.065256357193,28.66,38.64,40.00,50.33
194.08125829696655,28.66,38.64,40.00,50.33
194.0952570438385,28.66,38.64,40.00,50.33
194.11125779151917,28.66,38.64,40.00,50.33
194.12725639343262,28.66,38.64,40.00,50.33
194.1432590484619,28.66,38.64,40.00,50.33
194.15925908088684,28.66,38.64,40.00,50.33
194.17526173591614,28.66,38.64,40.00,50.33
194.18926000595093,28.66,38.64,40.00,50.47
194.2042579650879,29.50,39.55,40.00,50.47
194.22025847434998,29.50,39.55,40.00,50.47
194.23625874519348,29.50,39.55,40.00,50.47
194.2532594203949,29.50,39.55,40.00,50.47
194.2692587375641,28.67,38.65,40.00,50.47
194.28325700759888,28.67,38.65,40.00,50.47
194.30026030540466,28.67,38.65,40.00,50.47
194.31425714492798,28.67,38.65,40.00,50.47
194.32925701141357,28.67,38.65,40.00,50.56
194.34525609016418,28.67,38.65,40.00,50.56
194.36125779151917,28.67,38.65,40.00,50.56
194.37825846672058,28.67,38.65,40.00,50.56
194.39325881004333,27.89,37.81,40.00,50.56
194.40925884246826,27.89,37.81,40.00,50.56
194.4242594242096,27.89,37.81,40.00,50.56
194.43925786018372,27.89,37.81,40.00,50.56
194.45625972747803,27.89,37.81,40.00,50.56
194.47125673294067,27.89,37.81,40.00,54.97
194.4862563610077,29.12,39.14,40.00,54.97
194.50325846672058,29.12,39.14,40.00,54.97
194.51825618743896,29.12,39.14,40.00,54.97
194.5332567691803,29.12,39.14,40.00,54.97
194.54825615882874,29.12,39.14,40.00,54.97
194.5642580986023,29.12,39.14,40.00,54.97
194.5792591571808,29.12,39.14,40.00,54.97
194.59625935554504,29.12,39.14,40.00,54.97
194.6112563610077,29.12,39.14,40.00,48.40
194.62625741958618,29.12,39.14,40.00,48.40
194.64125871658325,29.12,39.14,40.00,48.40
194.65625619888306,29.12,39.14,40.00,48.40
194.67325949668884,29.12,39.14,40.00,48.40
194.6882562637329,29.12,39.14,40.00,48.40
194.70325660705566,29.12,39.14,40.00,48.40
194.719256401062,29.12,39.14,40.00,48.40
194.73425674438477,29.12,39.14,40.00,48.40
194.75025606155396,29.12,39.14,40.00,48.49
194.76625728607178,29.12,39.14,40.00,48.49
194.78125667572021,29.12,39.14,40.00,48.49
194.79725813865662,29.12,39.14,40.00,48.49
194.81225657463074,29.12,39.14,40.00,48.49
194.82825660705566,29.12,39.14,40.00,48.49
194.84425735473633,29.12,39.14,40.00,48.49
194.86025738716125,29.12,39.14,40.00,48.49
194.87625980377197,29.12,39.14,40.00,48.49
194.8902564048767,29.12,39.14,40.00,48.57
194.9062578678131,29.12,39.14,40.00,48.57
194.92325830459595,30.09,40.18,40.00,48.57
194.93825888633728,30.09,40.18,40.00,48.57
194.95325827598572,30.09,40.18,40.00,48.57
194.96825623512268,30.09,40.18,40.00,48.57
194.98325729370117,30.09,40.18,40.00,48.57
194.99925708770752,30.09,40.18,40.00,48.57
195.01425647735596,29.02,39.03,40.00,48.57
195.0302610397339,29.02,39.03,40.00,49.21
195.0462589263916,29.02,39.03,40.00,49.21
195.06125783920288,29.02,39.03,40.00,49.21
195.07725834846497,29.80,39.86,40.00,49.21
195.09425973892212,29.80,39.86,40.00,49.21
195.107257604599,29.80,39.86,40.00,49.21
195.1222574710846,29.80,39.86,40.00,49.21
195.13926100730896,29.80,39.86,40.00,49.21
195.15525913238525,29.80,39.86,40.00,49.21
195.17125916481018,29.80,39.86,40.00,45.05
195.1852581501007,29.80,39.86,40.00,45.05
195.20126008987427,29.80,39.86,40.00,45.05
195.21826124191284,29.80,39.86,40.00,45.05
195.2342619895935,29.80,39.86,40.00,45.05
195.24825644493103,29.80,39.86,40.00,45.05
195.26426005363464,29.80,39.86,40.00,45.05
195.28026008605957,29.80,39.86,40.00,45.05
195.29626154899597,29.80,39.86,40.00,45.05
195.3112576007843,29.80,39.86,40.00,45.06
195.32825803756714,29.80,39.86,40.00,45.06
195.34225821495056,29.80,39.86,40.00,45.06
195.3582582473755,29.80,39.86,40.00,45.06
195.37425994873047,29.80,39.86,40.00,45.06
195.3902587890625,29.80,39.86,40.00,45.06
195.40525650978088,29.80,39.86,40.00,45.06
195.42125630378723,29.80,39.86,40.00,45.06
195.43725776672363,29.80,39.86,40.00,45.06
195.4532606601715,29.80,39.86,40.00,45.08
195.4692599773407,29.80,39.86,40.00,45.08
195.4832582473755,29.80,39.86,40.00,45.08
195.499258518219,29.80,39.86,40.00,45.08
195.5152587890625,29.80,39.86,40.00,45.08
195.5302562713623,29.80,39.86,40.00,45.08
195.54625821113586,29.80,39.86,40.00,45.08
195.5612564086914,29.80,39.86,40.00,45.08
195.576256275177,29.80,39.86,40.00,45.08
195.59225797653198,29.80,39.86,40.00,45.09
195.60725808143616,29.80,39.86,40.00,45.09
195.6232590675354,29.80,39.86,40.00,45.09
195.64025926589966,29.80,39.86,40.00,45.09
195.65425729751587,29.80,39.86,40.00,45.09
195.66925978660583,29.03,39.04,40.00,45.09
195.68525791168213,29.03,39.04,40.00,45.09
195.70126008987427,29.03,39.04,40.00,45.09
195.71525740623474,29.03,39.04,40.00,45.09
195.73125767707825,29.03,39.04,40.00,49.31
195.74685502052307,29.03,39.04,40.00,49.31
195.761394739151,29.03,39.04,40.00,49.31
195.77828884124756,29.03,39.04,40.00,49.31
195.7932903766632,29.03,39.04,40.00,49.31
195.80829071998596,29.03,39.04,40.00,49.31
195.82328915596008,30.13,40.22,40.00,49.31
195.83777618408203,30.13,40.22,40.00,49.31
195.85411643981934,30.13,40.22,40.00,49.31
195.86962938308716,30.13,40.22,40.00,43.36
195.88463068008423,30.13,40.22,40.00,43.36
195.9006278514862,30.13,40.22,40.00,43.36
195.917631149292,30.13,40.22,40.00,43.36
195.93162894248962,30.13,40.22,40.00,43.36
195.94662833213806,29.31,39.34,40.00,43.36
195.96162819862366,29.31,39.34,40.00,43.36
195.97762799263,29.31,39.34,40.00,43.36
195.99362897872925,29.31,39.34,40.00,43.36
196.00962805747986,29.31,39.34,40.00,47.84
196.0256278514862,29.31,39.34,40.00,47.84
196.04163122177124,29.31,39.34,40.00,47.84
196.05562901496887,29.31,39.34,40.00,47.84
196.0716290473938,28.44,38.40,40.00,47.84
196.08762884140015,28.44,38.40,40.00,47.84
196.1036286354065,28.44,38.40,40.00,47.84
196.12063097953796,28.44,38.40,40.00,47.84
196.1356282234192,28.44,38.40,40.00,47.84
196.15163111686707,28.44,38.40,40.00,52.70
196.16762804985046,28.44,38.40,40.00,52.70
196.18363118171692,28.44,38.40,40.00,52.70
196.19762873649597,28.44,38.40,40.00,52.70
196.21362853050232,28.44,38.40,40.00,52.70
196.22966313362122,28.44,38.40,40.00,52.70
196.24562811851501,28.44,38.40,40.00,52.70
196.2606282234192,28.44,38.40,40.00,52.70
196.27562832832336,28.44,38.40,40.00,52.70
196.29063248634338,28.44,38.40,40.00,52.85
196.30662965774536,28.44,38.40,40.00,52.85
196.32363295555115,28.44,38.40,40.00,52.85
196.33862853050232,28.44,38.40,40.00,52.85
196.35363125801086,28.44,38.40,40.00,52.85
196.36962795257568,28.44,38.40,40.00,52.85
196.3856279850006,28.44,38.40,40.00,52.85
196.40062832832336,28.44,38.40,40.00,52.85
196.41562843322754,28.44,38.40,40.00,52.85
196.4306287765503,28.44,38.40,40.00,53.01
196.4466278553009,29.62,39.68,40.00,53.01
196.46262907981873,29.62,39.68,40.00,53.01
196.47762894630432,29.62,39.68,40.00,53.01
196.4936285018921,29.62,39.68,40.00,53.01
196.50862908363342,30.38,40.49,40.00,53.01
196.52362823486328,30.38,40.49,40.00,53.01
196.54063057899475,30.38,40.49,40.00,53.01
196.55663323402405,30.38,40.49,40.00,53.01
196.57162880897522,29.08,39.09,40.00,49.66
196.5866289138794,29.08,39.09,40.00,49.66
196.6026291847229,29.08,39.09,40.00,49.66
196.6186294555664,29.08,39.09,40.00,49.66
196.63462805747986,29.08,39.09,40.00,49.66
196.65063190460205,29.08,39.09,40.00,49.66
196.66563057899475,29.08,39.09,40.00,49.66
196.68062925338745,29.08,39.09,40.00,49.66
196.69662857055664,29.08,39.09,40.00,49.66
196.7126281261444,29.08,39.09,40.00,49.75
196.72762989997864,27.61,37.51,40.00,49.75
196.74363136291504,27.61,37.51,40.00,49.75
196.7576289176941,27.61,37.51,40.00,49.75
196.7726707458496,27.61,37.51,40.00,49.75
196.78863382339478,27.61,37.51,40.00,49.75
196.80462956428528,27.61,37.51,40.00,49.75
196.81962871551514,27.61,37.51,40.00,49.75
196.83562779426575,27.61,37.51,40.00,49.75
196.8516285419464,27.61,37.51,40.00,57.91
196.8666296005249,27.61,37.51,40.00,57.91
196.88162851333618,27.61,37.51,40.00,57.91
196.89662837982178,27.61,37.51,40.00,57.91
196.9126284122467,27.61,37.51,40.00,57.91
196.9296293258667,27.61,37.51,40.00,57.91
196.94663166999817,27.61,37.51,40.00,57.91
196.96062874794006,27.61,37.51,40.00,57.91
196.9756317138672,27.61,37.51,40.00,57.91
196.99063062667847,27.61,37.51,40.00,58.15
197.00662803649902,27.61,37.51,40.00,58.15
197.02363061904907,27.61,37.51,40.00,58.15
197.03963160514832,27.61,37.51,40.00,58.15
